id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
447365,Guardians of the Galaxy Vol. 3,8.023,4941,Released,2023-05-03,845430302,150,False,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,250000000,https://www.marvel.com/movies/guardians-of-the-galaxy-volume-3,tt6791350,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",318.516,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,Once more with feeling.,"Science Fiction, Adventure, Action","Marvel Studios, Kevin Feige Productions",United States of America,English,"hero, superhero, mad scientist, based on comic, sequel, superhero team, space opera, raccoon, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), cosmic, outer space, chosen family"
990140,Sakra,6.624,109,Released,2023-01-16,159959,130,False,/rV56FkcHkzHJcBOOqoCeSDnoBff.jpg,0,,tt22488024,cn,天龍八部之喬峰傳,"Qiao Feng is the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story—and the unknown enemies working to destroy him from the shadows.",312.183,/jGKCpt3zzbGZbgoza6HCvecqElM.jpg,"When a warrior belongs nowhere, the enemy is everywhere.","Action, Drama","Wishart Media Co., Ltd., Super Bullet Pictures","China, Hong Kong","Cantonese, Mandarin","martial arts, based on novel or book, costume drama"
1002185,A Million Miles Away,8.011,179,Released,2023-09-08,0,123,False,/23HvwdsAQeL0MxN9fm3d8m1NaPw.jpg,0,https://www.amazon.com/dp/B0CC85MZD6,tt21940010,en,A Million Miles Away,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.",311.77,/kMI3tgxLAZbzGOVlorUBva0kriS.jpg,It takes more than a dream to reach the stars.,"Drama, History","Select Films, Redrum, Metro-Goldwyn-Mayer","Mexico, United States of America",English,"underdog, based on novel or book, nasa, based on true story, astronaut, mexican american, migrant worker"
1006462,The Flood,6.836,206,Released,2023-07-14,0,93,False,/1O9Rio3RCT4eZVJH3znI8VbGexq.jpg,0,,tt15670222,en,The Flood,A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.,307.949,/mvjqqklMpHwOxc40rn7dMhGT0Fc.jpg,Danger is rising.,"Action, Mystery, Thriller, Horror","Hillin Entertainment, Ashland Hill Media Finance, BGG Capital, Red Phoenix Productions, The Video Store, Benetone Films","Thailand, United States of America",English,"animal attack, alligator, louisiana, flood, low budget"
635910,The Last Voyage of the Demeter,7.318,715,Released,2023-08-09,21576744,119,False,/qEm4FrkGh7kGoEiBOyGYNielYVc.jpg,45000000,https://www.demetermovie.com,tt1001520,en,The Last Voyage of the Demeter,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,307.895,/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg,The legend of Dracula is born.,"Thriller, Horror","Phoenix Pictures, DreamWorks Pictures, Wise Owl Media, Reliance Entertainment, Studio Babelsberg, StoryWorks Productions","Germany, India, United Kingdom, United States of America","English, Russian","ship, based on novel or book, sacrifice, vampire, supernatural, gothic horror, dracula, 1890s, excited"
614479,Insidious: The Red Door,6.85,1161,Released,2023-07-05,185582093,107,False,/i2GVEvltEu3BXn5crBSxgKuTaca.jpg,16000000,https://www.insidious.movie,tt13405778,en,Insidious: The Red Door,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",305.896,/d07phJqCx6z5wILDYqkyraorDPi.jpg,It ends where it all began.,"Horror, Mystery, Thriller","Blumhouse Productions, Stage 6 Films, Screen Gems, Oren Peli Productions, Solana Films",United States of America,English,"sequel, demon, franchise, insidious, supernatural horror, evil spirits, fifth part"
1880,Red Dawn,6.272,691,Released,1984-08-10,38376497,114,False,/9fOfsVHZHig6MHPHczv0zMY6cKc.jpg,17000000,,tt0087985,en,Red Dawn,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.",300.738,/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg,"In our time, no foreign army has ever occupied American soil. Until now.","Action, Thriller, War, Drama","Valkyrie Films, United Artists, Metro-Goldwyn-Mayer",United States of America,"English, Russian, Spanish","guerrilla warfare, future, fight, colorado, invasion, anti-communism, fighting, school shooting, red army, town"
884605,No Hard Feelings,7.166,1401,Released,2023-06-15,82995526,104,False,/rRcNmiH55Tz0ugUsDUGmj8Bsa4V.jpg,45000000,https://www.nohardfeelingsmovie.com,tt15671028,en,No Hard Feelings,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",298.801,/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,Pretty. Awkward.,"Comedy, Romance","Excellent Cadaver, Odenkirk Provissiero Entertainment, Columbia Pictures, Saks Picture Company",United States of America,English,"friendship, older woman seduces younger guy, romantic comedy, summer, new york state, teen comedy, hometown, bankruptcy, craigslist, animal shelter, socially awkward, uber, late coming of age, nude swimming, graduation party, helicopter parenting"
596601,Prison High Pressure,9.2,210,Released,2019-03-07,0,116,True,/d0t4QfNiITNThGJHVdIXASoU5T9.jpg,0, ,,fr,Prison sous haute tension,Behind the scenes in a prison with a very special code of conduct... Softness and hardness: the staff of this mixed-gender prison apply these two precepts to the letter to maintain order and subdue inmates…,297.563,/4ZkhtGaqU14pyTxpDpqDemaYb4D.jpg,,,Marc Dorcel,France,French,prison
900667,One Piece Film Red,7.346,733,Released,2022-08-06,150797338,115,False,/A1EWX46DxpEuiha7K0XY6vhWbdZ.jpg,0,https://www.onepiece-filmred.com,tt16183464,ja,ONE PIECE FILM RED,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",293.869,/ogDXuVkO92GcETZfSofXXemw7gb.jpg,An almighty voice. With fiery red locks.,"Animation, Adventure, Action, Fantasy","Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",Japan,Japanese,"pirate, fighting, super power, aftercreditsstinger, anime"
1175306,Me Vuelves Loca,8.554,65,Released,2023-09-07,0,0,False,/jR12T1oZbLCsZJwp0SKVHqSgc8X.jpg,0,,tt15529544,es,Me Vuelves Loca,"Carolina has a perfect life: she lives in a luxurious house, works in a fashion magazine and is married to a successful publicist. One day everything goes to waste: she discovers that she is sterile, the same day that her husband leaves her for her best friend, who, in addition, is pregnant with him. After the impact of this news, Carolina has a crisis, drinks too much, trips and falls from the second floor of her house, a fact that is interpreted as a suicide attempt.Carolina is interned against her will, in the exclusive psychiatric center Eden. In that place she will meet a group of ""madmen"" who will help her heal and glimpse that her previous life was not so perfect. He also discovers that perhaps the craziest are those outside the psychiatric hospital.",287.187,/pQeyfqLEDdY6x4P4Fl5r6jcstN4.jpg,,Comedy,,Mexico,Spanish,"dramatic, romantic"
606403,Special Delivery,7.2,133,Released,2022-01-12,0,109,False,/3mYCjwll5RG342Dz1f8HcnT8tV.jpg,0,,tt16529222,ko,특송,A black-market cabbie drives criminals at breakneck speeds until she is left in charge of a fugitive's son.,277.46,/iFUBAfMDlFOck29BEwS1awH5TB3.jpg,Deliver anything you want,"Action, Crime","Next Entertainment World, M Pictures",South Korea,Korean,
1083862,Resident Evil: Death Island,7.612,695,Released,2023-06-22,53929,91,False,/7drO1kYgQ0PnnU87sAnBEphYrSM.jpg,0,https://www.sonypictures.com/movies/residentevildeathisland,tt26674627,ja,バイオハザード：デスアイランド,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",264.731,/qayga07ICNDswm0cMJ8P3VwklFZ.jpg,Destinies intertwined. A world gone mad.,"Animation, Action, Horror","CAPCOM, TMS Entertainment, Quebico, UNLIMITED PRODUCE by TMS, Sony Pictures, Sammy, Robot Communications",Japan,English,"alcatraz prison, outbreak, zombie, based on video game, survival horror, special agent, anime"
856289,Creation of the Gods I: Kingdom of Storms,7.5,89,Released,2023-07-20,357736908,148,False,/A8paSZwFPs5EmMGE2hbNGKqBfC5.jpg,0,,tt6979756,zh,封神第一部：朝歌风云,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",254.998,/ccJpK0rqzhQeP7Mrs2uKqObFY4L.jpg,,"Action, Fantasy, War","Beijing Jingxi Culture and Tourism, Century Changshengtian Film, Tencent Penguin Pictures, Maoyan Entertainment, Huaxia Film Distribution, 北京京西文化旅游股份有限公司",China,Mandarin,"monster, based on novel or book, mythological beast, high fantasy, physical immortality, chinese mythology"
76600,Avatar: The Way of Water,7.654,9830,Released,2022-12-14,2320250281,192,False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,460000000,https://www.avatar.com/movies/avatar-the-way-of-water,tt1630029,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",241.285,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Return to Pandora.,"Science Fiction, Adventure, Action","20th Century Studios, Lightstorm Entertainment",United States of America,English,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war"
1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,7.309,102,Released,2023-08-08,0,55,False,/5OFUCydVG9cSS5hMk4A6XNt1oH4.jpg,0,https://www.netflix.com/title/81306306,tt25010142,ja,七つの大罪 怨嗟のエジンバラ 後編,"Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life.",240.649,/516MFML05KWiPfiQNAsVCGMySc7.jpg,,"Action, Adventure, Fantasy, Animation","Marvy Jack, Alfred Imageworks","Japan, South Korea",Japanese,"based on manga, anime"
37265,All Ladies Do It,4.8,335,Released,1992-02-21,0,93,False,/hkx6p7bTw2dOs4nSk6ZGTnEjCjW.jpg,0,,tt0104014,it,Così fan tutte,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",232.565,/u4QZQ0QU2jf5H5qaBRRdGrz7dmy.jpg,"A New Erotic Masterpiece from Tinto Brass, the Director of Caligula.","Comedy, Drama","Faso Film, San Francisco Film",Italy,Italian,"adultery, infidelity, husband wife relationship, italian, shower, ecstasy, blow job, massage, anal sex, unfaithfulness, inheritance, sexual attraction, cross dressing, lust, extramarital affair, sexual desire, trophy wife"
934433,Scream VI,7.2,1836,Released,2023-03-08,168961389,123,False,/44immBwzhDVyjn87b3x3l9mlhAD.jpg,35000000,https://www.paramountmovies.com/movies/scream-vi,tt17663992,en,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",231.85,/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,New York. New rules.,"Horror, Crime, Thriller","Radio Silence, Project X Entertainment, Spyglass Media Group, Paramount",United States of America,English,"mask, new york city, trauma, halloween, college, fake identity, sequel, conspiracy theory, revenge, public murder, murder, social commentary, serial killer, police corruption, slasher, whodunit, multiple stabbings, brutality, killing spree, self-referential, crime spree, aftercreditsstinger, movie fan, copycat killer, generation z, fbi agent"
1076487,Warhorse One,7.242,180,Released,2023-06-30,0,120,False,/csu96RxWGh2tReD9gYQRdUOSuUE.jpg,0,https://wellgousa.com/films/warhorse-one,tt16527824,en,Warhorse One,A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,230.21,/jP2ik17jvKiV5sGEknMFbZv7WAe.jpg,Worth living for. Worth dying for.,"Action, Drama, War",Operator Films (US),,English,"afghanistan, rescue mission, afghanistan war (2001- ), taliban, helicopter crash, war child, navy seals, child in danger, missionaries"
